,character,quote,episode
0,BEVERLY ,"   Chief Medical Officer's log,   Stardate 44161.2. We are docked   at Starbase One-Three-Three for   scheduled crew rotation. I look   forward to welcoming aboard my   mentor, and dear friend, Doctor   Dalen Quaice, who will be   traveling with us to his home   planet, Kenda Two.","""Remember Me"""
1,BEVERLY,   Dalen!,"""Remember Me"""
2,QUAICE,"   It's good to see you again,   Beverly.","""Remember Me"""
3,BEVERLY,   You look wonderful.,"""Remember Me"""
4,QUAICE,       A lie I can live with. It's kind   of your captain to ferry me home.,"""Remember Me"""
5,BEVERLY,"   It's on our way.       Thank you, Chief.","""Remember Me"""
6,O'BRIEN,"   My pleasure, Doctor.","""Remember Me"""
7,BEVERLY,"   Dalen, I was sorry to hear about   Patricia.","""Remember Me"""
8,QUAICE,   She'd been ill for some time.,"""Remember Me"""
9,BEVERLY,   Is her death the reason you're   giving up your post here?,"""Remember Me"""
10,QUAICE,"       We had a lifetime together, doing   all the things we'd ever dreamed.   And more. But when she was gone,   I couldn't continue to work in   that office, sleep in that bed   without her... the absence of   her was too... distracting...       I'm not sure I'm making any sense.","""Remember Me"""
11,BEVERLY,"   Jack and I didn't have a lifetime,   only a few short years. But I   understand. When you realize   someone you love is lost   forever...","""Remember Me"""
12,QUAICE,   You know what the worst part of   growing old is? So many of the   people you've known all your   life are gone... and you realize   you didn't take the time to   appreciate them while you still   could...     ,"""Remember Me"""
13,,,"""Remember Me"""
14,QUAICE ,       I'm sorry. There was no reason   to heap all this emotional baggage   on you.       I usually travel light.,"""Remember Me"""
15,GEORDI,"   Wes, time for the experiment is   over... I want my warp engines   back. Now.","""Remember Me"""
16,WESLEY,"       Almost done, Commander.","""Remember Me"""
17,GEORDI,"   Almost isn't good enough. You   want to explain when the Captain   says ""Engage,"" and we just sit   here?","""Remember Me"""
18,WESLEY,   Just a couple more minutes! I'm   ready to try the new warp field!       Mom?,"""Remember Me"""
19,BEVERLY,       Don't let me interrupt.,"""Remember Me"""
20,WESLEY,       Hi!,"""Remember Me"""
21,GEORDI,   Wes!,"""Remember Me"""
22,WESLEY,   Right! Okay!,"""Remember Me"""
23,GEORDI,"   Computer, level two diagnostic   on warp drive systems.","""Remember Me"""
24,COMPUTER,   Antimatter containment positive.   Warp drive within normal   parameters.,"""Remember Me"""
25,GEORDI,   Talk to me.,"""Remember Me"""
26,WESLEY,       That shouldn't have happened.,"""Remember Me"""
27,GEORDI,   Ensign Crusher --,"""Remember Me"""
28,WESLEY,   Why would there be any visible   phenomena outside the drive?,"""Remember Me"""
29,RIKER,   Umbilical disconnect.,"""Remember Me"""
30,GEORDI,   Are you done?,"""Remember Me"""
31,WESLEY,"   Uh, yeah...","""Remember Me"""
32,RIKER,"   Clear all moorings. Engineering,   aft thrusters.","""Remember Me"""
33,GEORDI,"   Aft thrusters, aye. Impulse power   to the helm.","""Remember Me"""
34,BEVERLY,"   Dalen?       Dalen, it's Beverly.","""Remember Me"""
35,BEVERLY,"   Computer, current location of   Doctor Dalen Quaice.","""Remember Me"""
36,COMPUTER,   There is no Doctor Dalen Quaice   aboard the Enterprise.,"""Remember Me"""
37,WORF,   Doctor?,"""Remember Me"""
38,BEVERLY,"   Lieutenant Worf, yesterday, before   we left starbase an old friend   of mine came onboard: Doctor Dalen   Quaice. I requested quarters for   him. He was assigned here.","""Remember Me"""
39,WORF,   I was not aware of this passenger.,"""Remember Me"""
40,BEVERLY,   I'm sorry. I thought it was   standard procedure for you to be   notified once Captain Picard   approved passage.,"""Remember Me"""
41,WORF,   It is. Please proceed.,"""Remember Me"""
42,BEVERLY,   We were to meet for breakfast.   But I can't seem to find him...   or any of his things...,"""Remember Me"""
