,character,quote,episode
0,BEVERLY,"   Acting Captain's Log,   Supplemental: The skeleton crew   left on board the Enterprise is   unable to help in the search for   Commander Data. The planet's   unusual EM field is interfering   with the ship's sensors, severely   limiting their effectiveness.","""Descent, Part II"""
1,BEVERLY,"   Without our sensors, we're sitting   ducks. A Borg ship could be right   on top of us before we knew it...       Ensign, we need to modify the   sensor array to filter out these   EM pulses. Can you do that?","""Descent, Part II"""
2,TAITT,"   Yes, sir.       I think so.","""Descent, Part II"""
3,BEVERLY,   What's your name?,"""Descent, Part II"""
4,TAITT,"   Taitt, sir.","""Descent, Part II"""
5,BEVERLY,   I don't think I've seen you   before.,"""Descent, Part II"""
6,TAITT,   I was just posted here six weeks   ago.,"""Descent, Part II"""
7,BEVERLY,"   Well, Taitt -- I'll bet you never   thought you'd be serving as   Tactical Officer after only six   weeks.","""Descent, Part II"""
8,TAITT,"   No, sir, I sure didn't.       I think I've filtered out some of   the sensor noise. I'll bring the   modifications on line.","""Descent, Part II"""
9,BEVERLY,       Good work.,"""Descent, Part II"""
10,RIKER,   Riker to Enterprise.,"""Descent, Part II"""
11,BEVERLY,"   Go ahead, Wil.","""Descent, Part II"""
12,RIKER,   I can't contact the Captain.     ,"""Descent, Part II"""
13,,,"""Descent, Part II"""
14,RIKER ,"   It might just be the interference,   but I'd like to be sure.","""Descent, Part II"""
15,BEVERLY,   Understood.       Enterprise to Captain Picard.,"""Descent, Part II"""
16,BEVERLY,   Crusher to Picard.,"""Descent, Part II"""
17,TAITT,       I'm not getting a Com signal from   anyone on the Captain's team.,"""Descent, Part II"""
18,BEVERLY,   The last time they checked-in they   were investigating a structure in   section gamma two-five.,"""Descent, Part II"""
19,TAITT,"   Sir, I'm picking up a vessel   closing in on our location.","""Descent, Part II"""
20,BEVERLY,   Is it a Borg ship?,"""Descent, Part II"""
21,TAITT,   It... it seems to match the   configuration of a ship The   Enterprise encountered... at   Ohniaka Three...,"""Descent, Part II"""
22,BEVERLY,   Red Alert. How long before   they're in weapons range?,"""Descent, Part II"""
23,TAITT,"   Ahh... about... ninety seconds.   No -- no, make that seventy   seconds.","""Descent, Part II"""
