,character,quote,episode
0,WORF,   Commander... is it your intention   to continue growing your beard?,"The Quality of Life"""
1,GEORDI,"   I'm not sure, Worf. Why?","The Quality of Life"""
2,WORF,   I am just asking.,"The Quality of Life"""
3,BEVERLY,"   Seven-card stud, one-eyed jacks   are wild. Frankly, I like your   beard, Geordi.","The Quality of Life"""
4,GEORDI,"   Thanks, Doctor.","The Quality of Life"""
5,BEVERLY,"   The king is high... your bet, Wil.","The Quality of Life"""
6,BEVERLY,"   Of course, I'm always a little   suspicious of men with beards.","The Quality of Life"""
7,WORF,   For what reason?,"The Quality of Life"""
8,BEVERLY,   I don't know... it's as though   they're trying to hide something.,"The Quality of Life"""
9,RIKER,"   Hide -- ? Doctor, that's   ridiculous. Beards are a proud   and ancient tradition.","The Quality of Life"""
10,GEORDI,   Some of the most esteemed men in   history had beards.,"The Quality of Life"""
11,BEVERLY,   I know... but after the razor was   invented... I think beards became   mostly a fashion statement.,"The Quality of Life"""
12,WORF,"   I am not concerned with fashion.   To a Klingon, a beard is a symbol   of courage.","The Quality of Life"""
13,RIKER,   I think it suggests a certain...   strength.,"The Quality of Life"""
14,BEVERLY,"   Sure. After all, women can't grow   one.","The Quality of Life"""
15,GEORDI,"   Doctor, I get the feeling you   think beards are nothing more than   an affectation.","The Quality of Life"""
16,BEVERLY,   I do. I'm not saying there's   anything wrong with that... women   wear makeup and nail polish for   the same reason.       I just think you men should admit   it.,"The Quality of Life"""
17,RIKER,   My beard isn't an affectation.,"The Quality of Life"""
18,BEVERLY,   Oh? Then why not shave it off?,"The Quality of Life"""
19,RIKER,   I could lose it in a minute.       I've just gotten used to it.,"The Quality of Life"""
20,BEVERLY,   Okay... what do you say we up the   stakes a little? If I win this   hand... you all shave off your   beards.,"The Quality of Life"""
21,GEORDI,   What if one of us wins? What do   you give up?,"The Quality of Life"""
22,BEVERLY,       I'm open to suggestions...,"The Quality of Life"""
23,RIKER,   I've always wondered what you'd   look like as a brunette...,"The Quality of Life"""
24,BEVERLY,   I tried it once when I was   thirteen. I couldn't wait to   change it back.,"The Quality of Life"""
25,RIKER,   That makes me even more curious...,"The Quality of Life"""
26,BEVERLY,   Fine. If one of you wins -- I   become a brunette. Are we on?,"The Quality of Life"""
27,GEORDI,   We'll take that bet.,"The Quality of Life"""
28,RIKER,       Geordi...,"The Quality of Life"""
29,BEVERLY,"   Sounds like you have the hand to   beat, Commander.    ","The Quality of Life"""
30,BEVERLY ,       I'm in for two hundred.,"The Quality of Life"""
31,GEORDI,   I'll see that and raise two   hundred.,"The Quality of Life"""
32,BEVERLY,   Call.,"The Quality of Life"""
33,PICARD,   This is the Captain. We have   arrived at the Tyran system. All   senior staff to the Bridge.,"The Quality of Life"""
34,BEVERLY,   Wait --,"The Quality of Life"""
35,RIKER,"   Sorry, Doctor, you heard the   Captain. Duty calls.","The Quality of Life"""
36,RIKER,   I'm sure we can try this another   time.,"The Quality of Life"""
37,PICARD ,"   Captain's Log, stardate 46307.2.   We have just come into orbit of   Tyrus-Seven-A to monitor progress   on the Tyran particle fountain,   a radically new mining technology.","The Quality of Life"""
38,PICARD ,"   So far the project has been   fraught with problems, and is well   behind schedule. Mister La Forge   has been assigned to evaluate the   situation.","The Quality of Life"""
39,GEORDI,       Doctor Farallon. The original   design called for the particle   fountain to lift five-hundred   kilograms per minute from the   surface -- so far it hasn't come   close to that.,"The Quality of Life"""
40,FARALLON,   That's why I want to increase the   stream density -- that should   boost the lift capacity by   seventy-two percent.,"The Quality of Life"""
41,GEORDI,   Yeah... and overload the field   generators in the process.,"The Quality of Life"""
42,FARALLON,       Not if we distribute the overload   evenly throughout the system.,"The Quality of Life"""
43,GEORDI,   Doctor... forgive me... but maybe   we should concentrate on getting   this phase of the project   completed... before we start   talking about re-designing it...,"The Quality of Life"""
