,character,quote,episode
0,HAWKING,"   ... but then I said, ""In that   frame of reference, the perihelion   of Mercury would have precessed in   the opposite direction.""","""Descent, Part I"""
1,EINSTEIN,   That is a great story!,"""Descent, Part I"""
2,DATA,"   Quite amusing, Professor Hawking.       You see, Sir Isaac, the joke   depends on an understanding of the   relativistic curvature of spacetime.   If two non-inertial   reference frames are in relative   motion--","""Descent, Part I"""
3,NEWTON,"       Do not patronize me, sir! I   invented physics. The day that   apple fell on my head was the most   momentous day in the history of   science.","""Descent, Part I"""
4,HAWKING,   Not the apple story again.,"""Descent, Part I"""
5,DATA,   That story is generally considered   to be apocryphal.,"""Descent, Part I"""
6,NEWTON,       What? How dare you?,"""Descent, Part I"""
7,EINSTEIN,"   Perhaps we should return to the   game.       Let's see, you raised Mister Data   four, which means the bet is seven   to me.","""Descent, Part I"""
8,NEWTON,   The bet is ten! Can't you do   simple arithmetic?,"""Descent, Part I"""
9,NEWTON,       I don't even know why I'm here in   the first place. What's the point   of playing this ridiculous game?,"""Descent, Part I"""
10,DATA,"       I am in. When I play poker with   my shipmates, I often find that it   is a useful forum for exploring   different facets of humanity. I   was curious to see how three of   history's greatest minds would   interact in this setting. So far   it has proved most illuminating.","""Descent, Part I"""
11,EINSTEIN,   And profitable.,"""Descent, Part I"""
12,NEWTON,"   Can we get this over with, please?       It's your bet.","""Descent, Part I"""
13,HAWKING,   I raise fifty.,"""Descent, Part I"""
14,NEWTON,   Blast! I fold.,"""Descent, Part I"""
15,EINSTEIN,"       The uncertainty principle will not   help you now, Stephen. All the   quantum fluctuations in the   universe won't change the cards in   your hand. I call. You are   bluffing and you will lose.","""Descent, Part I"""
16,HAWKING,"   Wrong again, Albert.","""Descent, Part I"""
17,RIKER,   Red Alert. All personnel report   to duty stations.,"""Descent, Part I"""
18,DATA,       We will have to continue this at   another time.       End program.,"""Descent, Part I"""
19,RIKER,       We've received a distress call   from the Ohniaka Three Outpost.   They said they were under attack.,"""Descent, Part I"""
20,PICARD,       Ohniaka Three... there's no   strategic value to that outpost.   Were they able to identify the   attackers?,"""Descent, Part I"""
21,RIKER,"   No, sir. And we haven't been able   to raise them since the initial   call.","""Descent, Part I"""
22,WORF,"   We are nearing the Ohniaka system,   Captain.","""Descent, Part I"""
23,PICARD,"       Bring us out of warp, Ensign.","""Descent, Part I"""
24,WORF,   Sensors detect one ship orbiting   the third planet... its   configuration does not match   anything in our records.,"""Descent, Part I"""
25,RIKER,   Stand-by phasers and photon   torpedoes.,"""Descent, Part I"""
26,PICARD,"   Hail them, Mister Worf.","""Descent, Part I"""
27,WORF,       No response.,"""Descent, Part I"""
28,PICARD,   Put them onscreen.,"""Descent, Part I"""
29,DATA,   It does not appear to be attacking   the outpost.,"""Descent, Part I"""
30,RIKER,   They might have attacked before we   got here.,"""Descent, Part I"""
31,PICARD,   Or they might simply be another   victim.       What about the outpost on the   surface?,"""Descent, Part I"""
32,DATA,       There is a great deal of   electromagnetic interference... I   am unable to determine whether   there are any lifeforms present.,"""Descent, Part I"""
33,RIKER,"   Data, Worf, you're with me.","""Descent, Part I"""
34,WORF,       These wounds were caused by a   forced-plasma beam... similar to   a Ferengi hand phaser.,"""Descent, Part I"""
35,RIKER,   This seems pretty brutal for the   Ferengi.       Can you detect any survivors?,"""Descent, Part I"""
36,DATA,       The electro-magnetic interference   is still making it difficult to   get precise sensor readings.,"""Descent, Part I"""
37,RIKER,   How many people were assigned to   this outpost?,"""Descent, Part I"""
38,WORF,   Two hundred seventy-four.,"""Descent, Part I"""
39,RIKER,"   All right... we'll make a room to   room search. Worf -- you, and   Corelki start searching the north   wing, we'll take the south.","""Descent, Part I"""
40,WORF,"   Aye, sir.","""Descent, Part I"""
41,DATA,   The mechanism appears to be   jammed.,"""Descent, Part I"""
42,RIKER,   There's not much damage... doesn't   look like they were interested in   the station... just the people...,"""Descent, Part I"""
43,DATA,   I have by-passed the primary   system.,"""Descent, Part I"""
44,PICARD,"       Evasive maneuvers, Ensign!       Return fire.","""Descent, Part I"""
45,GEORDI,   Shields are down to eighty   percent... compensating with   auxiliary power.,"""Descent, Part I"""
46,BORG #1,   You have killed Torsus. I will   make you suffer for this.,"""Descent, Part I"""
47,BORG #2,   Biological organism -- Klingon.   Biological organism -- Human. I   will destroy you.,"""Descent, Part I"""
48,BORG #2,   Artificial lifeform. Starfleet   Rank: Lieutenant Commander. Name:   Data.,"""Descent, Part I"""
49,DATA,       Stop it!,"""Descent, Part I"""
50,DATA,   Stop! Stop! Stop! Stop!,"""Descent, Part I"""
51,GEORDI,"   Captain, the alien ship is   breaking orbit.","""Descent, Part I"""
52,PICARD,"       Set an intercept course, Ensign.       Fire torpedoes.","""Descent, Part I"""
53,GEORDI,"   Shields are back to full power,   Captain.","""Descent, Part I"""
54,PICARD,   Very good.,"""Descent, Part I"""
55,PICARD,   Mister La Forge?,"""Descent, Part I"""
56,GEORDI,"   They're gone, sir. Our sensors   indicate there was some kind of   subspace distortion just before   they disappeared... I'll have to   study these readings before I can   get more specific.","""Descent, Part I"""
57,PICARD,   Take us back to Ohniaka Three.,"""Descent, Part I"""
58,RIKER,"       Data?       Data, are you all right?","""Descent, Part I"""
59,DATA,"   Yes, sir.","""Descent, Part I"""
60,RIKER,   What happened?,"""Descent, Part I"""
61,DATA,   I got angry.,"""Descent, Part I"""
62,PICARD ,"   Captain's Log: Stardate 46982.1.   Because of his unusual behavior on   the planet surface, Commander Data   has asked to be temporarily   relieved of duty. Unfortunately,   this means he will not be able to   help us investigate a disturbing   new change in the behavior of the   Borg.","""Descent, Part I"""
63,RIKER,"   They were fast, aggressive --   almost vicious... it was more like   fighting Klingons than Borg,       No offense.","""Descent, Part I"""
64,WORF,   None taken.,"""Descent, Part I"""
65,RIKER,   There was another difference. I   don't think they were part of the   Borg collective... they acted more   like individuals.,"""Descent, Part I"""
66,PICARD,       What?,"""Descent, Part I"""
67,RIKER,"   One of them referred to himself as   ""I"".","""Descent, Part I"""
68,WORF,   That Borg also showed concern for   a fallen comrade... and called him   by name.,"""Descent, Part I"""
69,TROI,   The only Borg who ever had a   name... was Hugh. And we gave it   to him.,"""Descent, Part I"""
70,BEVERLY,   Maybe Hugh has something to do   with this change in their   behavior.,"""Descent, Part I"""
71,PICARD,   Did they show any interest in...   assimilating you... or your   technology?,"""Descent, Part I"""
72,RIKER,   They seemed more concerned with   the death of their colleague...   and with destroying us... I didn't   see anything that suggested they   wanted to assimilate anyone.,"""Descent, Part I"""
73,PICARD,   The Borg's entire existence was   centered around the acquisition of   technology and cultures... if that   is no longer the case... then they   must have a new objective. We   have to find out what it is.     ,"""Descent, Part I"""
74,,,"""Descent, Part I"""
75,PICARD ,"       Mister Worf, from this moment on,   we will maintain security   condition two. Have armed   officers posted on every deck.","""Descent, Part I"""
76,WORF,"   Aye, sir.","""Descent, Part I"""
77,PICARD,"   Number One, analyze our sensor   readings of the Borg ship... try   to determine whether it's   something they constructed or an   alien ship they captured. Then,   run an analysis of this...   subspace distortion they used to   escape.","""Descent, Part I"""
78,RIKER,"   Aye, sir.","""Descent, Part I"""
79,PICARD,   I'm going to contact Starfleet   Command.,"""Descent, Part I"""
80,GEORDI,   Your positronic net checks out...   everything looks fine.,"""Descent, Part I"""
81,DATA,   My internal diagnostic also found   nothing wrong.,"""Descent, Part I"""
82,GEORDI,"   I don't know what to say, Data.   There's nothing here to indicate   anything that would cause a   behavioral anomaly.","""Descent, Part I"""
83,DATA,"   I agree.       Geordi, I believe I experienced my   first emotion.","""Descent, Part I"""
84,GEORDI,"   Data... no offense, but how would   you know an actual flash of anger   from some kind of odd power surge?","""Descent, Part I"""
85,DATA,"   You are correct in that I have no   frame of reference to confirm my   hypothesis.       In fact, I find myself unable to   provide a verbal description of   the experience. Perhaps you could   describe what it feels like when   you get angry... I could then use   that as a reference.","""Descent, Part I"""
86,GEORDI,"   Well... when I get angry, first   I... begin to feel... hostile...","""Descent, Part I"""
