,character,quote,episode
0,PICARD ,"   Captain's Log, Stardate 46578.4.   The Enterprise has arrived at   Station Deep Space Nine, where we   will assist in the reconstruction   of the Bajoran aqueduct systems   damaged during the Cardassian   occupation.","""Birthright"""
1,BEVERLY,   I should be finished with the   water contaminant analysis in a   few hours. Then I'm going to try   one of the Holosuites.       I hear they've got a relaxation   program here from Alture Seven.   First you get bathed in a protein   bath... and then a cloud of   chromal vapor carries you into a   meditation chamber... You should   try it.,"""Birthright"""
2,PICARD,   I'm afraid I won't have the time.   I'll be too busy discussing the   finer points of water management   with ten Bajoran bureaucrats.       And they won't be carrying me on   chromal vapor...,"""Birthright"""
3,WORF,       What is this?,"""Birthright"""
4,GEORDI,   Pasta al fiorella -- you'll love   it.,"""Birthright"""
5,GEORDI,   I'd like to take a look at those   Ktarian antiques... I hear there's   a twenty-first century plasma coil --   in perfect condition.,"""Birthright"""
6,WORF,   First we eat... then we shop.,"""Birthright"""
7,DATA,       Commander -- I am reading a minor   power drain in the Starboard EPS   conduits.,"""Birthright"""
8,RIKER,   What's causing it?,"""Birthright"""
9,DATA,       The problem is originating in   Sickbay. There has been an   unauthorized access into the   computer's bio-imaging systems.,"""Birthright"""
10,RIKER,   You'd better check it out.,"""Birthright"""
11,DATA,   Aye sir.,"""Birthright"""
12,DATA,       Excuse me. Do you have   authorization to work in this   area?,"""Birthright"""
13,BASHIR,   Come here... come here... I need   a hand with this field   generator...,"""Birthright"""
14,BASHIR,   See if you can boost the power   output to sixty-five percent.,"""Birthright"""
15,DATA,   I am sorry. Use of Sickbay   equipment is limited to the ship's   medical personnel.,"""Birthright"""
16,BASHIR,"   Doctor Julian Bashir -- Chief   Medical officer, Deep Space Nine.     ","""Birthright"""
17,,,"""Birthright"""
18,BASHIR ,       And you are Commander... ?,"""Birthright"""
19,DATA,   Data.,"""Birthright"""
20,BASHIR,   Commander Data... the synthetic   lifeform?,"""Birthright"""
21,DATA,   Yes.,"""Birthright"""
22,BASHIR,"   An honor to meet you, sir. I've   heard so much about you...       You must have a fascinating   perspective on bio-cybernetic   research. I'd be delighted if we   could discuss the subject   sometime...","""Birthright"""
23,DATA,"   I would be happy to do so.   However, I must ask you to stop   your experiment.","""Birthright"""
24,BASHIR,"   Yes, of course... you're right.   I realize I should have asked   before using your Sickbay.","""Birthright"""
25,BASHIR,       It would've taken me days to   analyze this device with the   computer I have on DS Nine...,"""Birthright"""
26,DATA,   What type of device is it?,"""Birthright"""
27,BASHIR,   It was discovered in the Gamma   Quadrant. I think it may be some   kind of medical instrument.,"""Birthright"""
28,DATA,   It appears to employ beam inputs.,"""Birthright"""
29,BASHIR,       I'm hoping it's a medical scanner.   I want to use your computers to   find out how it works.,"""Birthright"""
30,DATA,   I suggest we go to Engineering and   begin with a full circuit pathway   diagnostic.,"""Birthright"""
31,BASHIR,   Splendid.,"""Birthright"""
32,BASHIR,"   I must admit, Commander... I   didn't think you'd be so...   personable.","""Birthright"""
33,GEORDI,   I'll have to talk to Chief O'Brien   about the replicators.     ,"""Birthright"""
34,,,"""Birthright"""
35,GEORDI ,   I don't know how you can keep   eating it...       It tastes like... liquid polymer.,"""Birthright"""
36,WORF,   Delicious.,"""Birthright"""
37,GEORDI,   I think I'll try the kiosk on the   other side of the Promenade. It   looked like they've got real food.,"""Birthright"""
38,SHREK ,   Klingon... you are the Starfleet   Klingon.,"""Birthright"""
39,WORF,   Yes... I am Lieutenant Worf.,"""Birthright"""
40,SHREK,   Worf... son of Mogh?,"""Birthright"""
41,WORF,   What of it?,"""Birthright"""
42,SHREK,   I am Jaglom Shrek. A man with   information to sell.,"""Birthright"""
43,WORF,   You have no information I could   want.,"""Birthright"""
