,character,quote,episode
0,WORF,"       Personal log, Stardate 47391.2.   I am returning from the Bat'leth   competition on Forcas Three. The   conditions were difficult...   several contenders were maimed.   But I was triumphant...","""Parallels"""
1,WORF,"       I won ""Champion Standing.""","""Parallels"""
2,WORF,"       I look forward to resuming my   duties aboard the Enterprise.   However, I am anticipating a...   troubling situation.","""Parallels"""
3,RIKER,   It looks like we're going to have   to head out to the Argus Array.   This is the third time in the last   year it's stopped relaying data.   Starfleet's beginning to think it   may be more than a simple   malfunction.,"""Parallels"""
4,RIKER,       I want you to start a long range   scan as soon as we enter the --,"""Parallels"""
5,RIKER,"   Are you listening to me,   Lieutenant?","""Parallels"""
6,WORF,"   Oh... yes, sir.","""Parallels"""
7,RIKER,   You seem pretty tense for a man   who just came back from vacation.,"""Parallels"""
8,WORF,   Today... is my birthday.,"""Parallels"""
9,RIKER,   What's the matter with you?,"""Parallels"""
10,WORF,   Because it is my birthday... I   assumed that you or one of the   others would try to mount an   unexpected... social gathering.,"""Parallels"""
11,RIKER,"   You mean a surprise party? Worf,   I hate surprise parties. I would   never do that to you.","""Parallels"""
12,WORF,"   I am... sorry, Commander.","""Parallels"""
13,RIKER,   Why don't you settle in and I'll   meet you on the Bridge.,"""Parallels"""
14,WORF,   Aye sir.,"""Parallels"""
15,S,   SURPRISE!!,"""Parallels"""
16,RIKER,"   Actually, Worf, I love surprise   parties.","""Parallels"""
17,ALL,"    (sung to the tune of     ""For He's A Jolly Good     Fellow"")   ""Cha Worf Toh'gah-nah lo   Pre'tOk... Cha Worf Toh'gah-nah   lo Pre'tOk... Cha Worf Toh'gah-nah   lo Pre'tO-O-O-O-Ok... Tu Mak   Dagh Cha doh Borak!""","""Parallels"""
18,WORF,   That was not a Klingon song.,"""Parallels"""
19,TROI,"   It wasn't easy to translate.   There doesn't seem to be a Klingon   word for ""jolly"".","""Parallels"""
20,BEVERLY,   It's traditional for the birthday   boy to cut the cake.,"""Parallels"""
21,RIKER,   Captain Picard sends his birthday   wishes. He was needed on the   Bridge.,"""Parallels"""
22,DATA,"   Happy birthday, Worf.","""Parallels"""
23,WORF,   Thank you....,"""Parallels"""
24,WORF,   Ah... a painting.,"""Parallels"""
25,DATA,   Yes. I have entered my Abstract   Expressionistic phase. This is my   interpretation of the Battle of   HarOS.,"""Parallels"""
26,WORF,   The Battle of HarOS... ?,"""Parallels"""
27,TROI,   I think it's wonderful. And I   know just where to hang it...,"""Parallels"""
28,WORF,   What are you doing?,"""Parallels"""
29,TROI,   I always thought this room could   use a little more color.,"""Parallels"""
30,GEORDI,"       Battle of HarOS, right?","""Parallels"""
31,GEORDI,   You alright?,"""Parallels"""
32,WORF,   I believe Commander Data's   painting is making me dizzy...,"""Parallels"""
33,WORF,       I thought this cake was   chocolate...,"""Parallels"""
34,TROI,   Don't I wish.,"""Parallels"""
35,TROI,       This is from Alexander. He gave   it to me before he left to visit   your parents.,"""Parallels"""
36,GEORDI,   What is it?,"""Parallels"""
37,WORF,   Alexander's forehead.       The ridges of a warrior.,"""Parallels"""
38,TROI,"   He really wished he could've been   here when you got back from shore   leave. You should have seen him,   Worf... he stayed up all night   talking about how proud he was of   his father.","""Parallels"""
39,WORF,   Thank you for watching him while   I was away.,"""Parallels"""
40,TROI,   It was my pleasure.,"""Parallels"""
41,PICARD,"   So... how old are you, Mister   Worf?","""Parallels"""
42,WORF,   Captain -- I was told you couldn't   attend.,"""Parallels"""
43,PICARD,   I wouldn't miss this for the   world. How old are you?,"""Parallels"""
44,WORF,   I am... old enough.,"""Parallels"""
45,PICARD,   Report.,"""Parallels"""
46,DATA,"       The Array appears to be   functioning normally, sir.","""Parallels"""
47,RIKER,   That can't be right. We were told   it stopped relaying data six days   ago.,"""Parallels"""
48,DATA,"   The Array is still transmitting   data. However, it is no longer   sending that information to the   Federation.       It appears that someone has   redirected its imaging systems.","""Parallels"""
49,PICARD,   Where is the information being   sent now?,"""Parallels"""
50,DATA,"       Sector One-nine-six-five-eight.   I am unable to access the Array's   main computer, so it is impossible   to determine the exact location.","""Parallels"""
51,RIKER,   What's in that sector?,"""Parallels"""
52,WORF,"   It is uninhabited. But there   could easily be a ship, or a   subspace relay station receiving   the data.","""Parallels"""
53,RIKER,   Captain. I suggest we beam a   repair crew aboard the Array. We   can download the imaging logs --   find out what the Array's been   observing for the past six days.,"""Parallels"""
54,PICARD,   Make it so.,"""Parallels"""
55,WORF,"   Excuse me, Counselor. Do you have   a moment?","""Parallels"""
56,TROI,   Of course.,"""Parallels"""
57,WORF,   I have been meaning to speak with   you... about Alexander.,"""Parallels"""
58,TROI,   Oh?,"""Parallels"""
59,WORF,   It has never been easy for me...   having Alexander on board. I have   always tried to be a good   father... to give him guidance...   but he seems to have his own mind   about some things.,"""Parallels"""
60,TROI,   Most children do.,"""Parallels"""
61,WORF,"   I could not have gotten this far   without your help. Alexander   looks up to you. At times, I have   felt that you are like a mother to   him.","""Parallels"""
62,TROI,   Worf... that's one of the nicest   things anyone's ever said to me.,"""Parallels"""
63,WORF,"   Once, when I thought I was going   to die... I asked you to watch   over Alexander. I was   wondering... if you might consider   formalizing that arrangement.       I want you to be Alexander's SohchIm.","""Parallels"""
