,character,quote,episode
0,PICARD ,"   Captain's Log, Stardate 46915.2.   The Enterprise is orbiting Nervala   Four, waiting for an opportunity   to retrieve scientific data left   there by Starfleet researchers   when they were forced to evacuate   eight years ago.","""Second Chances"""
1,RIKER,   Thank you... thank you very much.,"""Second Chances"""
2,RIKER,   Any requests tonight?,"""Second Chances"""
3,TROI,   Night Bird.,"""Second Chances"""
4,RIKER,   Anyone?,"""Second Chances"""
5,TROI,       Night Bird!,"""Second Chances"""
6,RIKER,   Ladies and Gentlemen... Night   Bird.,"""Second Chances"""
7,BEVERLY,   What was that all about?,"""Second Chances"""
8,TROI,       Wil's been trying to get this   piece right for ten years now.   He's never made it through the   solo.,"""Second Chances"""
9,BEVERLY,   Remember that dance recital I told   you I was doing?,"""Second Chances"""
10,TROI,       Next week.,"""Second Chances"""
11,BEVERLY,   You're dis-invited.,"""Second Chances"""
12,TROI,   Here it comes.,"""Second Chances"""
13,DATA,   Data to Commander Riker.,"""Second Chances"""
14,RIKER,"       Riker, here.","""Second Chances"""
15,DATA,"   Commander, you are needed on the   Bridge.","""Second Chances"""
16,RIKER,   On my way.,"""Second Chances"""
17,RIKER,   Saved by the bell...,"""Second Chances"""
18,RIKER,"   You wanted to see me, Data?","""Second Chances"""
19,DATA,"   Yes, sir. It appears that we will   be able to transport to the   surface sooner than we   anticipated.","""Second Chances"""
20,RIKER,   Is the planet's distortion field   de-phasing sooner than you   predicted?,"""Second Chances"""
21,DATA,"   No, sir. But using the Potemkin's   transport logs from the original   evacuation, Commander La Forge and   I were able to modify the   Transporters.","""Second Chances"""
22,RIKER,       So we can beam through higher   distortion levels.,"""Second Chances"""
23,DATA,       The Transporters are now   considerably more efficient than   those used on the Potemkin eight   years ago.,"""Second Chances"""
24,RIKER,   Glad to hear it. I almost didn't   make it off the surface that day.       When can we get started?,"""Second Chances"""
25,DATA,   Ninety-seven minutes.,"""Second Chances"""
26,RIKER,   How long will the transport window   last?,"""Second Chances"""
27,DATA,"   Twenty-six minutes. After that,   the distortion field will re-phase.","""Second Chances"""
28,RIKER,   That doesn't give us much time to   retrieve the database.,"""Second Chances"""
29,DATA,   The planet's proximity to its sun   will create two additional   transport windows in the next   three days.,"""Second Chances"""
30,RIKER,   Let's hope that's enough.,"""Second Chances"""
31,DATA,"   It will have to be. The next   transport window will not occur   for another eight years, when the   planet's orbit brings it close   enough to the sun to de-phase the   distortion field.","""Second Chances"""
32,RIKER,   Notify the Away Team we're going   in ahead of schedule; I'll tell   the Captain.,"""Second Chances"""
33,RIKER,       How long until the transport   window opens?,"""Second Chances"""
34,GEORDI,   Fourteen seconds.,"""Second Chances"""
35,RIKER,       Let's get in position.,"""Second Chances"""
36,GEORDI,"   Whenever you're ready, Commander.","""Second Chances"""
37,RIKER,   Energize.,"""Second Chances"""
38,RIKER,   This isn't how I remember it; the   place was a mess when we left.,"""Second Chances"""
39,DATA,   Commander...,"""Second Chances"""
40,RIKER,   Someone's been here...,"""Second Chances"""
41,WORF,   A vessel could have gotten caught   in the distortion field and   crashed. The survivors may have   taken shelter here.,"""Second Chances"""
42,DATA,"   Commander, someone is   approaching... a humanoid. Forty   meters due east and closing.","""Second Chances"""
43,RIKER,   Who are you?,"""Second Chances"""
44,LT. RIKER,   Who are you?,"""Second Chances"""
45,RIKER,   Commander William Riker of the   Federation Starship Enterprise.,"""Second Chances"""
46,LT. RIKER,   That's not possible. I'm Wil   Riker.,"""Second Chances"""
47,DATA,   May I ask how you got here?,"""Second Chances"""
48,LT. RIKER,"   Eight years ago, I led a team to   evacuate this station.","""Second Chances"""
49,RIKER,   What ship were you on?,"""Second Chances"""
50,LT. RIKER,   The Potemkin.,"""Second Chances"""
51,DATA,   Why did you not return to the   Potemkin with the others?,"""Second Chances"""
52,LT. RIKER,"   I was the last one out. The   distortion field must have   interfered with the transport;   they lost their signal lock on me.   When I tried to contact the ship,   I couldn't get through the   interference.","""Second Chances"""
53,LT. RIKER,   Check with Starfleet; I'm sure   they recorded me lost that day.,"""Second Chances"""
54,RIKER,   That's not what happened. I was   the last one out... but I made it   back to the Potemkin.,"""Second Chances"""
55,LT. RIKER,   You don't believe me.,"""Second Chances"""
56,RIKER,   It's not that we don't believe   you; it's just hard to see how   both our stories could be true.       Would you be willing to let our   Doctor check you out?,"""Second Chances"""
57,LT. RIKER,   Of course.,"""Second Chances"""
58,RIKER,"   Lieutenant Worf, take him to   Sickbay. Notify the Captain as   soon as you're aboard.","""Second Chances"""
59,WORF,       Worf to Enterprise. Two to beam   up.,"""Second Chances"""
60,RIKER,   Let's get to work.,"""Second Chances"""
61,BEVERLY,   Looks like you fractured your arm   a few years ago.,"""Second Chances"""
62,LT. RIKER,   I was underneath the station   making repairs when an earthquake   hit -- I got caught in a   rockslide. I had to set it   myself.,"""Second Chances"""
63,PICARD,   Captain Jean-Luc Picard.,"""Second Chances"""
64,LT. RIKER,"   Lieutenant Wil Riker, sir.","""Second Chances"""
65,PICARD,"   If you are Wil Riker, if there are   two of you... then something   extraordinary has occurred. I   hope you understand our need to   verify your claim.","""Second Chances"""
66,LT. RIKER,"   Yes, sir.","""Second Chances"""
67,BEVERLY,"   Genetically, he's   indistinguishable from Commander   Riker.","""Second Chances"""
68,PICARD,   Could some sort of cloning be   involved?,"""Second Chances"""
69,BEVERLY,"   I don't think so, there's no   genetic drift.","""Second Chances"""
70,PICARD,   But that isn't conclusive.,"""Second Chances"""
71,BEVERLY,"   That's why I compared their brain   scans. Brain organization   patterns are as unique as...   fingerprints. Except for some   minor differences, theirs are   identical.","""Second Chances"""
72,PICARD,   Can't brain patterns be cloned?,"""Second Chances"""
73,BEVERLY,"   No. They're determined by   experience, mostly in early   childhood.","""Second Chances"""
74,PICARD,   How could two men have shared the   same childhood experiences? It   doesn't make any sense.,"""Second Chances"""
75,LT. RIKER,"   Sir, I am Wil Riker. I don't know   who or what made it back to the   Potemkin that day, but it wasn't   me.","""Second Chances"""
76,PICARD,       Lieutenant -- my Chief Engineer is   checking over the transport logs   from the Potemkin. They may shed   some light on what happened.,"""Second Chances"""
77,LT. RIKER,"   Yes, sir.","""Second Chances"""
78,PICARD,"   Don't worry, we'll get to the   bottom of this.","""Second Chances"""
79,PICARD,   In the meantime you'll be taken to   quarters. Make yourself   comfortable.,"""Second Chances"""
80,LT. RIKER,"   I will, sir. The replicators on   the station stopped working a long   time ago. It's been a while since   I had a decent meal.","""Second Chances"""
81,LT. RIKER,   Doctor...,"""Second Chances"""
82,GEORDI,       ... apparently there was a massive   energy surge in the distortion   field around the planet just at   the moment you tried to beam out.   The Transporter Chief tried to   compensate by initiating a second   containment beam.,"""Second Chances"""
83,DATA,   An interesting approach. He must   have been planning to reintegrate   the two patterns in the transport   buffer.,"""Second Chances"""
84,GEORDI,   Turns out he didn't have to.   Commander Riker's pattern   maintained its integrity with just   the one containment beam -- he   made it back to the ship just   fine.,"""Second Chances"""
85,BEVERLY,   What happened to the second beam?,"""Second Chances"""
86,GEORDI,"   The Transporter Chief shut it   down, but somehow... it was   reflected back to the surface.","""Second Chances"""
87,PICARD,   And another Wil Riker materialized   there.,"""Second Chances"""
88,RIKER,   How could the second pattern have   maintained its integrity?,"""Second Chances"""
89,GEORDI,   The containment beam must have had   the exact same phase differential   as the distortion field.,"""Second Chances"""
90,RIKER,   Which one of us is... real?,"""Second Chances"""
