,character,quote,episode
0,RIKER,"   Marking beam-out position.   Return transport: fourteen   minutes, forty seconds.","""The Enemy"""
1,RIKER,"   Your view any better, Geordi?","""The Enemy"""
2,GEORDI,"       Not too bad, sir. A lot of   charged-particle precipitation,   but I can compensate.","""The Enemy"""
3,WORF,   Communicators are dysfunctional.,"""The Enemy"""
4,RIKER,   Tricorders?,"""The Enemy"""
5,WORF,   Readings only valid within five   meters.,"""The Enemy"""
6,GEORDI,       I'm not so sure of that... I'm   reading Worf as an unintelligent   life form.,"""The Enemy"""
7,RIKER,   Good thing we didn't bring   Data... we would've been   unscrambling his circuits for a   week...,"""The Enemy"""
8,GEORDI ,"   Picking up something on the   positron scan, Commander.","""The Enemy"""
9,GEORDI,   Over here. Some electrically   conductive objects.,"""The Enemy"""
10,RIKER,"   Recognize the markings, Worf?","""The Enemy"""
11,WORF,   Yessir. Romulan.,"""The Enemy"""
12,RIKER,   I wonder what the hell they were   doing in a Federation sector.,"""The Enemy"""
13,GEORDI,"   I'm picking up traces of ultritium   residue with my VISOR, Commander.   An explosive device must've been   used to destroy the craft after   it crashed.","""The Enemy"""
14,RIKER,   Spread out... twenty five meter   radius... our window back closes   in nine minutes...,"""The Enemy"""
15,WORF,   Commander...,"""The Enemy"""
16,WORF,   Commander Riker...,"""The Enemy"""
17,GEORDI,       COMMANDER RIKER... WORF... HEY   UP THERE...,"""The Enemy"""
18,WORF,"   Four minutes to beam-up, sir.","""The Enemy"""
19,RIKER,   Where is he? Wait here...,"""The Enemy"""
20,GEORDI,   La Forge to Riker... La Forge to   Worf...       HEY...,"""The Enemy"""
21,RIKER,   GEORDI...,"""The Enemy"""
22,RIKER,"       Lieutenant Worf, maintain your   position.","""The Enemy"""
23,PICARD ,"   Captain's log, Stardate 43349.2.   An unidentified distress signal   has led to the discovery of a   crashed Romulan vessel on the   surface of Galorndon Core, a   Federation planet.","""The Enemy"""
24,PICARD ,       We have recovered one survivor.   Lieutenant Commander La Forge   did not report back with the away   team and is still missing on the   surface.,"""The Enemy"""
25,BEVERLY,   Get him to Sickbay.,"""The Enemy"""
26,WORF,   Secure Sickbay. Post guards in   visual contact at all times.,"""The Enemy"""
27,BEVERLY,"   He's not going anywhere,   Lieutenant.","""The Enemy"""
28,O'BRIEN,"   I'm sorry, Commander... There's   just no way to lock in on anything   down there...","""The Enemy"""
29,RIKER,"       Keep trying, Mister O'Brien.","""The Enemy"""
30,O'BRIEN,"    (shakes his head,     useless)   The electrical storms are creating   thousands of ghosts...","""The Enemy"""
31,RIKER,       Then beam some of the ghosts up   here... one of them may be La   Forge.       Request permission to lead another   away team...,"""The Enemy"""
32,PICARD,   Denied.       When we get another window in the   storms.,"""The Enemy"""
33,PICARD,   The crash site?,"""The Enemy"""
34,RIKER,   The Romulan craft's a total loss.   There's nothing there to salvage   -- unless we do it with tweezers.,"""The Enemy"""
35,PICARD,   No sign of others...,"""The Enemy"""
36,RIKER,       We could barely see two meters   in front of us down there...,"""The Enemy"""
37,PICARD,"   It certainly is the last place   one would expect a Romulan   encroachment.       On the other hand, Galorndon Core   would provide ideal cover for an   opening move of a new offensive.","""The Enemy"""
38,RIKER,       I doubt they were there for the   climate.,"""The Enemy"""
39,BEVERLY,"   We thought it would be like   working on a Vulcan, but there   are subtle differences... too many   of them...","""The Enemy"""
40,PICARD,   Can you treat him?,"""The Enemy"""
41,BEVERLY,   He has cell damage in vital   areas... He's going to need a   transfusion of compatible   ribosomes in order to recover.   I'm setting up a schedule to   test every member of the crew.,"""The Enemy"""
42,RIKER,   Will he survive?,"""The Enemy"""
43,BEVERLY,   I can't answer that yet.,"""The Enemy"""
44,RIKER,   Let me put it another way -- will   he survive long enough to tell   us what he was doing here?,"""The Enemy"""
45,PICARD,"   It is an important consideration,   Doctor.","""The Enemy"""
46,BEVERLY,   I can't put his life in any   additional jeopardy...,"""The Enemy"""
47,PICARD,   Nor would we ask you to.,"""The Enemy"""
48,BEVERLY,   I can bring him around for a few   minutes...,"""The Enemy"""
49,BEVERLY,   There is one serious complication.   His brainwaves indicate early   neural-pathway degeneration.,"""The Enemy"""
50,RIKER,   A head injury?,"""The Enemy"""
51,BEVERLY,       There was no obvious cranial   trauma. I'm guessing the exposure   to the magnetic fields on the   surface was slowly breaking down   his synaptic connections.,"""The Enemy"""
52,RIKER,   Will it affect Geordi the same   way?,"""The Enemy"""
53,RIKER,   You are aboard the Federation   Starship Enterprise.       We are treating your injuries.   How long were you on Galorndon   Core?       Do you understand me?,"""The Enemy"""
54,PATAHK,   I will not answer questions.,"""The Enemy"""
55,RIKER,   We must know if there are any   other survivors on the surface.,"""The Enemy"""
56,PATAHK,   I am alone. I will not answer   any questions.,"""The Enemy"""
57,RIKER,   Is there a mother ship we should   advise of your condition?,"""The Enemy"""
58,PICARD,   The only answer he offers is that   he was alone...,"""The Enemy"""
59,RIKER,   ... which suggests he wasn't.,"""The Enemy"""
60,RIKER,   Something that can cut through   the storm... to give us some way   to signal him...,"""The Enemy"""
61,WESLEY,   A neutrino pulse...,"""The Enemy"""
62,WESLEY,   We could build a portable neutrino   source and send it in a probe to   the surface. It would be like   a beacon.,"""The Enemy"""
63,DATA,   A neutrino pulse would send   non-charged particles back up   through the atmosphere... and   would be detectable by Geordi's   VISOR.,"""The Enemy"""
64,WESLEY,   He'll be able to show us that he's   found it by modifying the   pulse...,"""The Enemy"""
65,PICARD,       Make it so.,"""The Enemy"""
66,DATA,"   Captain, I have a new transmission   on a parallel frequency to the   distress call...","""The Enemy"""
67,PICARD,   From the planet?,"""The Enemy"""
68,DATA,   No sir... from inside the Romulan   Zone. We should be able to view   the transmission.,"""The Enemy"""
69,PICARD,   On screen.,"""The Enemy"""
70,TOMALAK,"   Tomalak to Pi.       We have received your distress   signal. Respond.       If you can hear me, we are   entering the Neutral Zone now...   We will reach you in six hours.","""The Enemy"""
71,PICARD,"   Mister Worf, hail the Romulan   vessel.","""The Enemy"""
72,WORF,"   Frequency open, sir.","""The Enemy"""
73,PICARD,   Romulan vessel. This is Captain   Jean-Luc Picard of the Federation   Starship Enterprise.,"""The Enemy"""
74,WORF,"   The frequency is open, sir.","""The Enemy"""
75,PICARD,"   Commander Tomalak, we have   intercepted your transmission.   You are not to enter Federation   space.","""The Enemy"""
76,TOMALAK,"   Captain Picard, my apologies.   If I had known you were in this   sector, I certainly would have   advised you before crossing the   Neutral Zone.","""The Enemy"""
77,PICARD,       Really...,"""The Enemy"""
78,TOMALAK,"   I'm sure you'll understand when   I explain. Simply, one of our   ships had a slight navigational   error and apparently crashed on   Galorndon Core.","""The Enemy"""
79,PICARD,"   A ""slight"" navigational error.   Nearly half a light year past the   Neutral Zone.","""The Enemy"""
80,TOMALAK,"   I assure you, Captain, no   aggression was intended.","""The Enemy"""
81,PICARD,"   Commander, we have recovered one   of your survivors.","""The Enemy"""
82,TOMALAK,   He is on board your ship?,"""The Enemy"""
83,PICARD,   We are treating him for severe   injuries.,"""The Enemy"""
84,TOMALAK,   And his craft?,"""The Enemy"""
85,PICARD,       Destroyed... deliberately... after   the crash.,"""The Enemy"""
86,TOMALAK,       Standard procedure for all Romulan   crews.,"""The Enemy"""
87,PICARD,"   For all Romulan crews in enemy   space... which would suggest they   knew where they were, Commander.","""The Enemy"""
88,TOMALAK,"       If I were lost and uncertain, I   would not take any chances. Nor   I suspect would you, Captain.   May I speak to him?","""The Enemy"""
89,PICARD,   He is not conscious... and not   well enough to leave Sickbay.,"""The Enemy"""
90,BEVERLY,"   Captain, with your permission...","""The Enemy"""
91,BEVERLY,"   I am Doctor Crusher, the medical   officer. We are doing everything   we can for him and it still may   not be enough. Any medical   guidance your ship's doctor can   offer...","""The Enemy"""
92,TOMALAK,"       My dear, there is no way to talk   you through the intricacies of   Romulan medicine. His life is in   your hands.","""The Enemy"""
93,TOMALAK,       I assume that you are prepared   to leave at once and rendezvous   with me in the Neutral Zone.,"""The Enemy"""
94,PICARD,   I have an away team on the   surface. We are waiting for a   window in the storm to beam them   back.,"""The Enemy"""
95,TOMALAK,   And then you will return my   officer?,"""The Enemy"""
96,PICARD,   Are there any other Romulans we   should be looking to recover from   Galorndon Core... ?,"""The Enemy"""
97,TOMALAK,"   No. It was a one-man craft.       Captain, we will be at the   Federation border of the Neutral   Zone in roughly five hours. We   will expect you to rendezvous at   that time.","""The Enemy"""
98,PICARD,   Counselor?,"""The Enemy"""
