,character,quote,episode
0,PICARD ,"   Captain's log, stardate 45587.3.   We are picking up a consignment   of chlorinide from Starbase   Twenty-seven for transportation   to the Mylaira system. Once we   have delivered this material, we   will investigate reported subspace   anomalies in the Kelnaria region.","""Ethics"""
1,GEORDI,       No question. She was bluffing.,"""Ethics"""
2,WORF,   Bluffing is not one of Counselor   Troi's strong suits.,"""Ethics"""
3,GEORDI,"       I'm still reading some chlorinide   leakage, but I can't pin it down.","""Ethics"""
4,GEORDI,    (points to different     section)   Maybe over there...,"""Ethics"""
5,WORF,   It would have been unwise to   call. My hand was not strong   enough.,"""Ethics"""
6,GEORDI,   You had jacks and eights and   she bluffed you with a pair of   sixes.,"""Ethics"""
7,WORF,       Sixes!,"""Ethics"""
8,WORF,   How do you know what I had?,"""Ethics"""
9,GEORDI,   Let's just say... I had a special   insight into your cards.,"""Ethics"""
10,GEORDI,"       Hey, next time bring a deck that's   not transparent to infrared   light.","""Ethics"""
11,GEORDI,"       Don't worry, I only peek after   the hand is over.","""Ethics"""
12,GEORDI,"    (frustrated, off     tricorder)   Still nothing. Well... I'll get   a dynoscanner and try again.","""Ethics"""
13,GEORDI,   Worf!,"""Ethics"""
14,GEORDI,"    (urgent, to     communicator)   La Forge to sickbay! Medical   emergency in cargo bay three!","""Ethics"""
15,CUT TO:,,"""Ethics"""
16,WORF,   What... happened?,"""Ethics"""
17,BEVERLY,   The containers you were checking   fell on you. You're lucky to be   alive.,"""Ethics"""
18,WORF,"   I will not attempt to leave   sickbay without your approval,   Doctor. The restraining field   is not necessary.","""Ethics"""
19,BEVERLY,   Worf... there is no restraining   field.,"""Ethics"""
20,WORF,       But I cannot move my legs.,"""Ethics"""
21,BEVERLY,   I know.       You can't move because one of the   containers shattered seven of your   vertebrae... and crushed your   spinal cord.,"""Ethics"""
22,BEVERLY,   I'm afraid... there's no way to   repair this kind of injury.,"""Ethics"""
23,BEVERLY,   I know what you're trying to do   and I understand why. But it's   important that you remain in bed.,"""Ethics"""
24,WORF,   Klingons do not... lie in bed.,"""Ethics"""
25,BEVERLY,   They do if they have extensive   internal injuries which need time   to heal.,"""Ethics"""
26,WORF,   The muscles in my legs will   atrophy unless they are used.     ,"""Ethics"""
27,,,"""Ethics"""
28,WORF ,   A vigorous program of exercise   will be necessary for a full   recovery.,"""Ethics"""
29,BEVERLY,"   I understand that as a Klingon   this is difficult for you... but   you have to face your situation   as it really is... not as you want   it to be.       I've sent for a neurogeneticist,   but... you need to realize that   you'll probably never regain total   use of your legs.","""Ethics"""
30,WORF,       Leave me.,"""Ethics"""
31,BEVERLY,   Your son has been asking to see   you.,"""Ethics"""
32,WORF,       No. I will not have him see me   like this.,"""Ethics"""
33,BEVERLY,   All right.,"""Ethics"""
34,RIKER,   Bridge to Doctor Crusher. The   Potemkin has arrived and Doctor   Russell is ready to transport   aboard.,"""Ethics"""
35,BEVERLY,       I'm on my way.,"""Ethics"""
36,CUT TO:,,"""Ethics"""
37,BEVERLY,"   Welcome aboard the Enterprise,   Doctor Russell. I'm Beverly   Crusher.","""Ethics"""
38,RUSSELL,   A pleasure.       I have some equipment aboard the   Potemkin. Please have it sent   to one of your medical labs.,"""Ethics"""
39,BEVERLY,       Send it to medlab four.,"""Ethics"""
40,RUSSELL,"       Before we get down to business,   I just wanted to say that I had   the pleasure of reading your paper   on cybernetic regeneration   recently.","""Ethics"""
41,BEVERLY,       Really? You're the first person   to mention it.,"""Ethics"""
42,RUSSELL,"   Oh, I thought it was brilliant.   Your ideas on bioactive interfaces   border on revolutionary. It's going   to be a genuine pleasure working   with you.","""Ethics"""
43,BEVERLY,   Thank you.       Have you had a chance to review   Worf's case history yet?,"""Ethics"""
44,RUSSELL,"   Only briefly. I must admit, I   was a little shocked to find the   state of Klingon neurological   medicine to be so... primitive.","""Ethics"""
45,BEVERLY,"   It's a cultural bias. When I   contacted the Klingon Medical   Division, I was told they usually   let the patient die in a case like   this... as a result they've done   almost no research on   neurological trauma.","""Ethics"""
46,RUSSELL,       We'll be in uncharted waters.,"""Ethics"""
47,BEVERLY,"   Worf's been having a hard time   dealing with his injuries. He's   always been a difficult patient,   but now...","""Ethics"""
48,BEVERLY,"   He's a little tough to get along   with at first, but I think you'll   get to like him after---","""Ethics"""
49,RUSSELL,   Doctor.,"""Ethics"""
50,RUSSELL,"   I know that as a starship doctor,   you have to maintain close ties   with patients. But I think it   would be best if I maintain a   discreet distance. That way, I   can give you a completely   objective opinion regarding   treatment.","""Ethics"""
51,BEVERLY,   Yes... you're probably right.,"""Ethics"""
52,RUSSELL,       Good. Well... I believe you said   I'll be working in medlab four?,"""Ethics"""
53,BEVERLY,   Yes. This way.,"""Ethics"""
54,CUT TO:,,"""Ethics"""
55,RIKER,   You look pretty good for someone   who's been eating sickbay food   for three days.,"""Ethics"""
56,WORF,"   Please sit down, Commander.","""Ethics"""
57,WORF,   Thank you for agreeing to see me   in... this condition.,"""Ethics"""
58,RIKER,"   Worf, I'm not Klingon... I don't   think there's any shame in being   injured.","""Ethics"""
59,WORF,   I am not merely injured... Doctor   Crusher believes my... paralysis   will be permanent.,"""Ethics"""
60,RIKER,   I'm... sorry.,"""Ethics"""
61,WORF,   I have a personal favor to ask.,"""Ethics"""
62,RIKER,   Name it.,"""Ethics"""
63,WORF,   I want you to assist me in   performing the... Hegh'bat   ceremony.       I want you to help me die.,"""Ethics"""
64,RIKER,   What?,"""Ethics"""
65,WORF,   When a Klingon can no longer stand   and face his enemies as a   warrior... when he becomes a   burden to his family and   friends... it is time for the   Hegh'bat... time for him to die.,"""Ethics"""
66,RIKER,"   Worf, there have to be other   options.","""Ethics"""
67,WORF,"       No, there are not.       I will not live as an object of...   pity... or shame. My life as a   Klingon is over.","""Ethics"""
