,character,quote,episode
0,PICARD ,"   Captain's log, Stardate 43872.2.   In order to neutralize a sudden   contamination of the water supply   at the Federation colony on Beta   Agni Two, we are procuring one   hundred and eight kilos of   hytritium from the Zibalian   trader, Kivas Fajo.","""The Most Toys"""
1,PICARD ,"   Because pure hytritium is too   unstable for our transporters,   Lieutenant Commander Data has been   shuttling the material to the   Enterprise.","""The Most Toys"""
2,DATA,    (touching his     communicator)   Data to Enterprise.,"""The Most Toys"""
3,PICARD ,"   Go ahead, Mister Data.","""The Most Toys"""
4,DATA,   This will be the last trip... the   remaining cases of hytritium are   now being loaded.,"""The Most Toys"""
5,PICARD,"   Acknowledged. Mister Worf,   advise Beta Agni Two that our   departure is imminent.","""The Most Toys"""
6,WORF,"   Aye, Captain.","""The Most Toys"""
7,RIKER,"       At warp six, we should be there   in just over sixteen hours.","""The Most Toys"""
8,DATA,"       Loading is complete. I am   proceeding with departure.       Enterprise Shuttlebay Two, prepare   for docking, level one   precautions for incoming material   remain in effect.","""The Most Toys"""
9,VARRIA,"   If you'll just acknowledge this   last load, Commander...","""The Most Toys"""
10,VARRIA,   Twenty-four point six kilos of   tripolymer composites... eleven   point eight kilos of molybdenumcobalt   alloys... one point three   kilos Bioplast sheeting...,"""The Most Toys"""
11,GEORDI,   Shuttle twelve containment field   reads nominal... Now leaving the   Jovis.,"""The Most Toys"""
12,PICARD,   On viewer.,"""The Most Toys"""
13,GEORDI,       Containment field stable...   gravitational fluctuations within   acceptable parameters... flight   pattern...,"""The Most Toys"""
14,RIKER,   Why didn't the containment field   hold?,"""The Most Toys"""
15,GEORDI,"       Unknown, Commander.","""The Most Toys"""
16,PICARD,       Hail the Jovis -- I want to speak   with Kivas Fajo.,"""The Most Toys"""
17,WORF,"   Sir, Mister Fajo is hailing us.","""The Most Toys"""
18,PICARD,   On screen.,"""The Most Toys"""
19,FAJO,   Captain Picard -- what happened?,"""The Most Toys"""
20,PICARD,   It is unclear at this time; we're   running a full analysis.,"""The Most Toys"""
21,FAJO,   We detected no malfunctions before   the explosion. Everything seemed   to be proceeding as smoothly as   the other flights. Were you able   to save the pilot?,"""The Most Toys"""
22,PICARD,   No.,"""The Most Toys"""
23,FAJO,   I'm sorry.,"""The Most Toys"""
24,PICARD,"   Mister Fajo, I would like to   analyze your sensor readings of   the explosion.","""The Most Toys"""
25,FAJO,"   Compared to the Enterprise's, our   sensors are rather primitive --   I doubt they contain any   information yours have overlooked.","""The Most Toys"""
26,PICARD,"   Perhaps, but I want to leave no   avenue unexplored.","""The Most Toys"""
27,FAJO,   I understand. We'll transmit the   information.,"""The Most Toys"""
28,WORF,   Link established... Receiving.,"""The Most Toys"""
29,FAJO,   Can we be of any further   assistance?,"""The Most Toys"""
30,PICARD,       How much hytritium did we manage   to bring on board?,"""The Most Toys"""
31,RIKER,   Eighty-one kilos.,"""The Most Toys"""
32,GEORDI,"   That might be barely enough to   complete our mission, Captain...   but it's not leaving us any margin   for error.","""The Most Toys"""
33,PICARD,       I realize we have acquired your   complete supply of hytritium.   Do you know where we could obtain   more?,"""The Most Toys"""
34,FAJO,   That may be difficult. The only   source I know is in the Sigma   Erani System.,"""The Most Toys"""
35,RIKER,       Three weeks away.,"""The Most Toys"""
36,FAJO,"   And I can't guarantee they'll have   any -- for obvious reasons, no   one wants to keep it around. In   fact, even I may stop selling   it -- it's just too dangerous.","""The Most Toys"""
37,RIKER,"   I guess we're fortunate you had   any at all, sir.","""The Most Toys"""
38,WORF,"       Transfer of information is   complete, Captain.","""The Most Toys"""
39,PICARD,"   Mister Fajo, thank you for your   help.","""The Most Toys"""
40,PICARD,"   Mister Crusher, lay in a course   for Beta Agni Two, warp six.","""The Most Toys"""
41,WESLEY,"   Aye, sir.","""The Most Toys"""
42,RIKER,       The Grissom is currently near   the Sigma Erani system... I'll   have them stand by in case we need   more hytritium.,"""The Most Toys"""
43,PICARD,"   Very good, Number One.","""The Most Toys"""
44,WESLEY,"   Course laid in, sir.","""The Most Toys"""
45,PICARD,   Engage.,"""The Most Toys"""
46,DATA,       Gibberish...       ...Starfleet... gibberish...   Enterprise.,"""The Most Toys"""
47,FAJO,   Wondrous. The detail... the   balance. A remarkable piece of   work.,"""The Most Toys"""
48,DATA,   Why have I been brought here?,"""The Most Toys"""
49,FAJO,"       The voice simulation is perfect.   Inflections, timing...","""The Most Toys"""
50,FAJO ,   It took a lot of effort to get   you here... but I was sure it   would be worth it. I was right.,"""The Most Toys"""
51,DATA,       I have been delivered here against   my wishes. I would like to know   the reason.,"""The Most Toys"""
52,FAJO,   Certainly. You're here for my   enjoyment and appreciation.,"""The Most Toys"""
53,DATA,   Am I to infer that you intend to   keep me captive?,"""The Most Toys"""
54,FAJO,"   Captive? A most inappropriate   description, my good android.   May I call you Data?","""The Most Toys"""
55,DATA,   It is my name.,"""The Most Toys"""
56,FAJO,"   I know.       Data, you will be catered to,   fawned over... you will be cared   for as never before... every wish   will be fulfilled...","""The Most Toys"""
57,DATA,   I wish to leave.,"""The Most Toys"""
58,FAJO,   Almost every wish.,"""The Most Toys"""
59,DATA,"   This is unacceptable. I have no   desire to remain here... and even   if I did, my Starfleet duties   would not permit it.","""The Most Toys"""
60,FAJO,"   Single-minded, isn't it?","""The Most Toys"""
61,VARRIA,       Very persistent...,"""The Most Toys"""
62,FAJO,   But polite. A nice touch.       I decline to allow you to leave.,"""The Most Toys"""
63,DATA,   Then I am forced to attempt   escape.,"""The Most Toys"""
64,FAJO,"   Ten androids like you might be   able to force it open.       But there aren't any other   androids like you, are there?","""The Most Toys"""
65,FAJO ,"   It's keyed to the touch... reads   galvanic skin response, DNA   patterns, and two or three other   things. Trust me... you can't   open it.","""The Most Toys"""
66,DATA,   Then you will have to open it for   me.,"""The Most Toys"""
67,FAJO,   I wouldn't try that again.       It's a proximity-actuated field   that impedes positron flow. Not   good for your brainpaths in the   long term.,"""The Most Toys"""
68,DATA,   I fail to understand the value   you place upon my presence.,"""The Most Toys"""
69,FAJO,   Do you? Look around. This room   contains items gathered from half   the galaxy.,"""The Most Toys"""
70,FAJO,   The very first Basotile ever   created by the Rodulans...   centuries old. Priceless. A vase   carved by the late Mark Off-Zel   on Sirrie Four. The only known   Roger Maris trading card from   Earth circa 1962... smell it...,"""The Most Toys"""
71,FAJO ,   Bubblegum... I've preserved the   scent...       A Lapling...,"""The Most Toys"""
72,DATA,       But I thought they were extinct...,"""The Most Toys"""
73,FAJO,"   Yes, that is the general belief.   She's the last surviving member   of her species... defenseless   little creature, pity.       Everything you see -- the only   one of its kind. Unique. An   original. Just as you are.       Here, this is for you... your   place of honor... sit... if it   is not comfortable... but of   course, you have no thought of   comfort, do you...","""The Most Toys"""
74,FAJO,"       When Palor Toff learns of this,   he will swallow his tongue with   envy... I cannot wait to see his   face...       You are the crown jewel of my   collection. A treasure beyond   comparison.","""The Most Toys"""
75,FAJO,       You should be flattered.,"""The Most Toys"""
